instrument_id,da_bsapr_indicator,common_da_specific,replicable_to,ref_period
DE_A20_LOAN_00244,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00245,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00246,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00247,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00248,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00249,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00250,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00251,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00252,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00253,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00254,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00255,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00256,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00257,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00258,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00259,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00260,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00261,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00262,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00263,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00264,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00265,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00266,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00267,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00268,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00269,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00270,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00271,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00272,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00273,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00274,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00275,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00276,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00277,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00278,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00279,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00280,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00281,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00282,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00283,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00284,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00285,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00286,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00287,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00288,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00289,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00290,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00291,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00292,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00293,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00294,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00295,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00296,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00297,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00298,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00299,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00300,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00301,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00302,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00303,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00304,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00305,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00306,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00307,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00308,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00309,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00310,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00311,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00312,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00313,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00314,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00315,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00316,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00317,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00318,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00319,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00320,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00321,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00322,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00323,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00324,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00325,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00326,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00327,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00328,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00329,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00330,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00331,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00332,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00333,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00334,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00335,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00336,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00337,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00338,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00339,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00340,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00341,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00342,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00343,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00344,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00345,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00346,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00347,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00348,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00349,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00350,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00351,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00352,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00353,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00354,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00355,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00356,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00357,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00358,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00359,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00360,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00361,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00362,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00363,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00364,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00365,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00366,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00367,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00368,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00369,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00370,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00371,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00372,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00373,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00374,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00375,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00376,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00377,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00378,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00379,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00380,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00381,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00382,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00383,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00384,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00385,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00386,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00387,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00388,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00389,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00390,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00391,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00392,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00393,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00394,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00395,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00396,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00397,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00398,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00399,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00400,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00401,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00402,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00403,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00404,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00405,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00406,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00407,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00408,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00409,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00410,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00411,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00412,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00413,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00414,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00415,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00416,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00417,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00418,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00419,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00420,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00421,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00422,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00423,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00424,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00425,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00426,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00427,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00428,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00429,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00430,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00431,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00432,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00433,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00434,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00435,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00436,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00437,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00438,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00439,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00440,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00441,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00442,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00443,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00444,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00445,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00446,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00447,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00448,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00449,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00450,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00451,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00452,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00453,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00454,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00455,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00456,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00457,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00458,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00459,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00460,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00461,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00462,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00463,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00464,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00465,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00466,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00467,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00468,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00469,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00470,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00471,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00472,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00473,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00474,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00475,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00476,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00477,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00478,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00479,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00480,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00481,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00482,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00483,DA_BSAPR_02,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00484,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00485,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00486,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00487,DA_BSAPR_03,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
DE_A20_LOAN_00488,DA_BSAPR_01,Scenario2_common+da_specific,FR/IT/ES without refactoring,2023-12
