instrument_id,party_id,protection_id,BS_ITEM,BS_COUNT_SECTOR,outstanding_nominal_amount,ref_period,instrument_type,currency
DE_A20_LOAN_00245,DE_PARTY_00133,PROT_00321,A20,1000,923.96,2023-12,LOAN,EUR
DE_A20_LOAN_00246,DE_PARTY_00116,PROT_00227,A20,1000,849.29,2023-12,LOAN,EUR
DE_A20_LOAN_00247,DE_PARTY_00031,PROT_00390,A20,1000,763.08,2023-12,LOAN,EUR
DE_A20_LOAN_00248,DE_PARTY_00064,PROT_00027,A20,1000,3257.25,2023-12,LOAN,EUR
DE_A20_LOAN_00249,DE_PARTY_00058,PROT_00105,A20,1000,1439.94,2023-12,LOAN,EUR
DE_A20_LOAN_00250,DE_PARTY_00017,PROT_00137,A20,1000,529.98,2023-12,LOAN,EUR
DE_A20_LOAN_00251,DE_PARTY_00087,PROT_00282,A20,1000,1958.79,2023-12,LOAN,EUR
DE_A20_LOAN_00252,DE_PARTY_00006,PROT_00068,A20,1000,4034.58,2023-12,LOAN,EUR
DE_A20_LOAN_00253,DE_PARTY_00151,PROT_00475,A20,1000,2098.22,2023-12,LOAN,EUR
DE_A20_LOAN_00254,DE_PARTY_00142,PROT_00148,A20,1000,453.84,2023-12,LOAN,EUR
DE_A20_LOAN_00255,DE_PARTY_00059,PROT_00225,A20,1000,844.57,2023-12,LOAN,EUR
DE_A20_LOAN_00256,DE_PARTY_00151,PROT_00451,A20,1000,2415.14,2023-12,LOAN,EUR
DE_A20_LOAN_00257,DE_PARTY_00057,PROT_00358,A20,1000,738.6,2023-12,LOAN,EUR
DE_A20_LOAN_00258,DE_PARTY_00002,PROT_00249,A20,1000,1473.88,2023-12,LOAN,EUR
DE_A20_LOAN_00259,DE_PARTY_00019,PROT_00063,A20,1000,1797.49,2023-12,LOAN,EUR
DE_A20_LOAN_00260,DE_PARTY_00182,PROT_00015,A20,1000,647.56,2023-12,LOAN,EUR
DE_A20_LOAN_00261,DE_PARTY_00162,PROT_00499,A20,1000,1089.69,2023-12,LOAN,EUR
DE_A20_LOAN_00262,DE_PARTY_00016,PROT_00323,A20,1000,161.52,2023-12,LOAN,EUR
DE_A20_LOAN_00263,DE_PARTY_00059,PROT_00312,A20,1000,610.78,2023-12,LOAN,EUR
DE_A20_LOAN_00264,DE_PARTY_00018,PROT_00410,A20,1000,970.51,2023-12,LOAN,EUR
DE_A20_LOAN_00265,DE_PARTY_00009,PROT_00123,A20,1000,534.16,2023-12,LOAN,EUR
DE_A20_LOAN_00266,DE_PARTY_00085,PROT_00364,A20,1000,3007.34,2023-12,LOAN,EUR
DE_A20_LOAN_00267,DE_PARTY_00019,PROT_00082,A20,1000,478.8,2023-12,LOAN,EUR
DE_A20_LOAN_00268,DE_PARTY_00132,PROT_00160,A20,1000,867.26,2023-12,LOAN,EUR
DE_A20_LOAN_00269,DE_PARTY_00061,PROT_00283,A20,1000,1221.47,2023-12,LOAN,EUR
DE_A20_LOAN_00270,DE_PARTY_00072,PROT_00008,A20,1000,2681.49,2023-12,LOAN,EUR
DE_A20_LOAN_00271,DE_PARTY_00172,PROT_00283,A20,1000,477.16,2023-12,LOAN,EUR
DE_A20_LOAN_00272,DE_PARTY_00125,PROT_00209,A20,1000,2269.38,2023-12,LOAN,EUR
DE_A20_LOAN_00273,DE_PARTY_00055,PROT_00048,A20,1000,1136.27,2023-12,LOAN,EUR
DE_A20_LOAN_00274,DE_PARTY_00139,PROT_00116,A20,1000,626.69,2023-12,LOAN,EUR
DE_A20_LOAN_00275,DE_PARTY_00034,PROT_00431,A20,1000,1490.14,2023-12,LOAN,EUR
DE_A20_LOAN_00276,DE_PARTY_00186,PROT_00468,A20,1000,1272.58,2023-12,LOAN,EUR
DE_A20_LOAN_00277,DE_PARTY_00147,PROT_00059,A20,1000,787.79,2023-12,LOAN,EUR
DE_A20_LOAN_00278,DE_PARTY_00148,PROT_00237,A20,1000,1177.61,2023-12,LOAN,EUR
DE_A20_LOAN_00279,DE_PARTY_00122,PROT_00485,A20,1000,896.21,2023-12,LOAN,EUR
DE_A20_LOAN_00280,DE_PARTY_00063,PROT_00061,A20,1000,1208.91,2023-12,LOAN,EUR
DE_A20_LOAN_00281,DE_PARTY_00122,PROT_00332,A20,1000,1680.16,2023-12,LOAN,EUR
DE_A20_LOAN_00282,DE_PARTY_00105,PROT_00427,A20,1000,2924.78,2023-12,LOAN,EUR
DE_A20_LOAN_00283,DE_PARTY_00049,PROT_00079,A20,1000,537.36,2023-12,LOAN,EUR
DE_A20_LOAN_00284,DE_PARTY_00025,PROT_00256,A20,1000,4061.0,2023-12,LOAN,EUR
DE_A20_LOAN_00285,DE_PARTY_00025,PROT_00478,A20,1000,350.06,2023-12,LOAN,EUR
DE_A20_LOAN_00286,DE_PARTY_00169,PROT_00367,A20,1000,1031.01,2023-12,LOAN,EUR
DE_A20_LOAN_00287,DE_PARTY_00111,PROT_00150,A20,1000,1607.37,2023-12,LOAN,EUR
DE_A20_LOAN_00288,DE_PARTY_00091,PROT_00261,A20,1000,1336.7,2023-12,LOAN,EUR
DE_A20_LOAN_00289,DE_PARTY_00109,PROT_00362,A20,1000,777.24,2023-12,LOAN,EUR
DE_A20_LOAN_00290,DE_PARTY_00106,PROT_00140,A20,1000,996.74,2023-12,LOAN,EUR
DE_A20_LOAN_00291,DE_PARTY_00120,PROT_00213,A20,1000,840.14,2023-12,LOAN,EUR
DE_A20_LOAN_00292,DE_PARTY_00187,PROT_00428,A20,1000,792.94,2023-12,LOAN,EUR
DE_A20_LOAN_00293,DE_PARTY_00014,PROT_00248,A20,1000,1880.19,2023-12,LOAN,EUR
DE_A20_LOAN_00294,DE_PARTY_00173,PROT_00242,A20,1000,1399.09,2023-12,LOAN,EUR
DE_A20_LOAN_00295,DE_PARTY_00168,PROT_00125,A20,1000,745.17,2023-12,LOAN,EUR
DE_A20_LOAN_00296,DE_PARTY_00166,PROT_00234,A20,1000,1937.44,2023-12,LOAN,EUR
DE_A20_LOAN_00297,DE_PARTY_00026,PROT_00283,A20,1000,1357.97,2023-12,LOAN,EUR
DE_A20_LOAN_00298,DE_PARTY_00016,PROT_00075,A20,1000,1839.19,2023-12,LOAN,EUR
DE_A20_LOAN_00299,DE_PARTY_00104,PROT_00197,A20,1000,1647.71,2023-12,LOAN,EUR
DE_A20_LOAN_00300,DE_PARTY_00187,PROT_00098,A20,1000,686.75,2023-12,LOAN,EUR
DE_A20_LOAN_00301,DE_PARTY_00087,PROT_00472,A20,1000,806.95,2023-12,LOAN,EUR
DE_A20_LOAN_00302,DE_PARTY_00028,PROT_00307,A20,1000,1768.24,2023-12,LOAN,EUR
DE_A20_LOAN_00303,DE_PARTY_00064,PROT_00261,A20,1000,1628.78,2023-12,LOAN,EUR
DE_A20_LOAN_00304,DE_PARTY_00050,PROT_00383,A20,1000,1115.24,2023-12,LOAN,EUR
DE_A20_LOAN_00305,DE_PARTY_00049,PROT_00451,A20,1000,1211.68,2023-12,LOAN,EUR
DE_A20_LOAN_00306,DE_PARTY_00138,PROT_00070,A20,1000,2430.77,2023-12,LOAN,EUR
DE_A20_LOAN_00307,DE_PARTY_00115,PROT_00443,A20,1000,791.89,2023-12,LOAN,EUR
DE_A20_LOAN_00308,DE_PARTY_00036,PROT_00036,A20,1000,1568.11,2023-12,LOAN,EUR
DE_A20_LOAN_00309,DE_PARTY_00109,PROT_00142,A20,1000,1000.29,2023-12,LOAN,EUR
DE_A20_LOAN_00310,DE_PARTY_00047,PROT_00396,A20,1000,991.04,2023-12,LOAN,EUR
DE_A20_LOAN_00311,DE_PARTY_00072,PROT_00405,A20,1000,2183.38,2023-12,LOAN,EUR
DE_A20_LOAN_00312,DE_PARTY_00119,PROT_00438,A20,1000,1853.1,2023-12,LOAN,EUR
DE_A20_LOAN_00313,DE_PARTY_00064,PROT_00213,A20,1000,1839.91,2023-12,LOAN,EUR
DE_A20_LOAN_00314,DE_PARTY_00020,PROT_00175,A20,1000,2471.68,2023-12,LOAN,EUR
DE_A20_LOAN_00315,DE_PARTY_00114,PROT_00479,A20,1000,1143.64,2023-12,LOAN,EUR
DE_A20_LOAN_00316,DE_PARTY_00141,PROT_00404,A20,1000,1700.26,2023-12,LOAN,EUR
DE_A20_LOAN_00317,DE_PARTY_00026,PROT_00260,A20,1000,937.49,2023-12,LOAN,EUR
DE_A20_LOAN_00318,DE_PARTY_00013,PROT_00137,A20,1000,1371.78,2023-12,LOAN,EUR
DE_A20_LOAN_00319,DE_PARTY_00167,PROT_00421,A20,1000,1044.48,2023-12,LOAN,EUR
DE_A20_LOAN_00320,DE_PARTY_00139,PROT_00002,A20,1000,1196.99,2023-12,LOAN,EUR
DE_A20_LOAN_00321,DE_PARTY_00004,PROT_00145,A20,1000,1613.98,2023-12,LOAN,EUR
DE_A20_LOAN_00322,DE_PARTY_00024,PROT_00372,A20,1000,691.2,2023-12,LOAN,EUR
DE_A20_LOAN_00323,DE_PARTY_00193,PROT_00153,A20,1000,3963.16,2023-12,LOAN,EUR
DE_A20_LOAN_00324,DE_PARTY_00061,PROT_00429,A20,1000,617.55,2023-12,LOAN,EUR
DE_A20_LOAN_00325,DE_PARTY_00043,PROT_00301,A20,1000,545.04,2023-12,LOAN,EUR
DE_A20_LOAN_00326,DE_PARTY_00105,PROT_00297,A20,1000,2262.51,2023-12,LOAN,EUR
DE_A20_LOAN_00327,DE_PARTY_00125,PROT_00338,A20,1000,1815.95,2023-12,LOAN,EUR
DE_A20_LOAN_00328,DE_PARTY_00124,PROT_00251,A20,1000,1642.27,2023-12,LOAN,EUR
DE_A20_LOAN_00329,DE_PARTY_00055,PROT_00444,A20,1000,1646.44,2023-12,LOAN,EUR
DE_A20_LOAN_00330,DE_PARTY_00103,PROT_00077,A20,1000,1121.05,2023-12,LOAN,EUR
DE_A20_LOAN_00331,DE_PARTY_00016,PROT_00229,A20,1000,659.19,2023-12,LOAN,EUR
DE_A20_LOAN_00332,DE_PARTY_00043,PROT_00276,A20,1000,1181.86,2023-12,LOAN,EUR
DE_A20_LOAN_00333,DE_PARTY_00098,PROT_00248,A20,1000,752.25,2023-12,LOAN,EUR
DE_A20_LOAN_00334,DE_PARTY_00001,PROT_00177,A20,1000,2027.25,2023-12,LOAN,EUR
DE_A20_LOAN_00335,DE_PARTY_00100,PROT_00171,A20,1000,1033.94,2023-12,LOAN,EUR
DE_A20_LOAN_00336,DE_PARTY_00068,PROT_00283,A20,1000,688.19,2023-12,LOAN,EUR
DE_A20_LOAN_00337,DE_PARTY_00117,PROT_00391,A20,1000,931.26,2023-12,LOAN,EUR
DE_A20_LOAN_00338,DE_PARTY_00074,PROT_00279,A20,1000,1446.82,2023-12,LOAN,EUR
DE_A20_LOAN_00339,DE_PARTY_00109,PROT_00194,A20,1000,805.23,2023-12,LOAN,EUR
DE_A20_LOAN_00340,DE_PARTY_00179,PROT_00234,A20,1000,689.55,2023-12,LOAN,EUR
DE_A20_LOAN_00341,DE_PARTY_00188,PROT_00478,A20,1000,1307.11,2023-12,LOAN,EUR
DE_A20_LOAN_00342,DE_PARTY_00143,PROT_00165,A20,1000,1308.12,2023-12,LOAN,EUR
DE_A20_LOAN_00343,DE_PARTY_00170,PROT_00446,A20,1000,833.14,2023-12,LOAN,EUR
DE_A20_LOAN_00344,DE_PARTY_00184,PROT_00097,A20,1000,851.28,2023-12,LOAN,EUR
DE_A20_LOAN_00345,DE_PARTY_00125,PROT_00358,A20,1000,1298.02,2023-12,LOAN,EUR
DE_A20_LOAN_00346,DE_PARTY_00040,PROT_00123,A20,1000,473.67,2023-12,LOAN,EUR
DE_A20_LOAN_00347,DE_PARTY_00049,PROT_00293,A20,1000,485.36,2023-12,LOAN,EUR
DE_A20_LOAN_00348,DE_PARTY_00076,PROT_00197,A20,1000,733.85,2023-12,LOAN,EUR
DE_A20_LOAN_00349,DE_PARTY_00056,PROT_00120,A20,1000,993.56,2023-12,LOAN,EUR
DE_A20_LOAN_00350,DE_PARTY_00015,PROT_00439,A20,1000,1360.91,2023-12,LOAN,EUR
DE_A20_LOAN_00351,DE_PARTY_00149,PROT_00398,A20,1000,2736.89,2023-12,LOAN,EUR
DE_A20_LOAN_00352,DE_PARTY_00189,PROT_00211,A20,1000,1889.3,2023-12,LOAN,EUR
DE_A20_LOAN_00353,DE_PARTY_00139,PROT_00023,A20,1000,1025.98,2023-12,LOAN,EUR
DE_A20_LOAN_00354,DE_PARTY_00016,PROT_00163,A20,1000,1116.5,2023-12,LOAN,EUR
DE_A20_LOAN_00355,DE_PARTY_00192,PROT_00382,A20,1000,618.84,2023-12,LOAN,EUR
DE_A20_LOAN_00356,DE_PARTY_00081,PROT_00243,A20,1000,1116.84,2023-12,LOAN,EUR
DE_A20_LOAN_00357,DE_PARTY_00015,PROT_00362,A20,1000,949.72,2023-12,LOAN,EUR
DE_A20_LOAN_00358,DE_PARTY_00013,PROT_00468,A20,1000,1370.59,2023-12,LOAN,EUR
DE_A20_LOAN_00359,DE_PARTY_00150,PROT_00416,A20,1000,687.48,2023-12,LOAN,EUR
DE_A20_LOAN_00360,DE_PARTY_00123,PROT_00196,A20,1000,1542.21,2023-12,LOAN,EUR
DE_A20_LOAN_00361,DE_PARTY_00129,PROT_00198,A20,1000,2832.76,2023-12,LOAN,EUR
DE_A20_LOAN_00362,DE_PARTY_00136,PROT_00340,A20,1000,1057.97,2023-12,LOAN,EUR
DE_A20_LOAN_00363,DE_PARTY_00041,PROT_00406,A20,1000,1437.11,2023-12,LOAN,EUR
DE_A20_LOAN_00364,DE_PARTY_00015,PROT_00421,A20,1000,1708.64,2023-12,LOAN,EUR
DE_A20_LOAN_00365,DE_PARTY_00131,PROT_00334,A20,1000,887.7,2023-12,LOAN,EUR
DE_A20_LOAN_00366,DE_PARTY_00021,PROT_00078,A20,1000,1291.84,2023-12,LOAN,EUR
DE_A20_LOAN_00367,DE_PARTY_00048,PROT_00254,A20,1000,1137.88,2023-12,LOAN,EUR
DE_A20_LOAN_00368,DE_PARTY_00018,PROT_00494,A20,1000,1197.47,2023-12,LOAN,EUR
DE_A20_LOAN_00369,DE_PARTY_00153,PROT_00019,A20,1000,710.21,2023-12,LOAN,EUR
DE_A20_LOAN_00370,DE_PARTY_00018,PROT_00065,A20,1000,1146.04,2023-12,LOAN,EUR
DE_A20_LOAN_00371,DE_PARTY_00173,PROT_00258,A20,1000,1522.58,2023-12,LOAN,EUR
DE_A20_LOAN_00372,DE_PARTY_00061,PROT_00495,A20,1000,2697.42,2023-12,LOAN,EUR
DE_A20_LOAN_00373,DE_PARTY_00104,PROT_00303,A20,1000,2008.07,2023-12,LOAN,EUR
DE_A20_LOAN_00374,DE_PARTY_00031,PROT_00170,A20,1000,4110.39,2023-12,LOAN,EUR
DE_A20_LOAN_00375,DE_PARTY_00146,PROT_00446,A20,1000,712.63,2023-12,LOAN,EUR
DE_A20_LOAN_00376,DE_PARTY_00064,PROT_00052,A20,1000,1905.99,2023-12,LOAN,EUR
DE_A20_LOAN_00377,DE_PARTY_00149,PROT_00448,A20,1000,1260.63,2023-12,LOAN,EUR
DE_A20_LOAN_00378,DE_PARTY_00153,PROT_00433,A20,1000,4201.71,2023-12,LOAN,EUR
DE_A20_LOAN_00379,DE_PARTY_00011,PROT_00226,A20,1000,695.33,2023-12,LOAN,EUR
DE_A20_LOAN_00380,DE_PARTY_00159,PROT_00052,A20,1000,682.34,2023-12,LOAN,EUR
DE_A20_LOAN_00381,DE_PARTY_00021,PROT_00270,A20,1000,788.18,2023-12,LOAN,EUR
DE_A20_LOAN_00382,DE_PARTY_00108,PROT_00467,A20,1000,315.77,2023-12,LOAN,EUR
DE_A20_LOAN_00383,DE_PARTY_00169,PROT_00234,A20,1000,823.79,2023-12,LOAN,EUR
DE_A20_LOAN_00384,DE_PARTY_00150,PROT_00008,A20,1000,716.15,2023-12,LOAN,EUR
DE_A20_LOAN_00385,DE_PARTY_00145,PROT_00370,A20,1000,1235.96,2023-12,LOAN,EUR
DE_A20_LOAN_00386,DE_PARTY_00134,PROT_00074,A20,1000,1386.33,2023-12,LOAN,EUR
DE_A20_LOAN_00387,DE_PARTY_00081,PROT_00210,A20,1000,3480.97,2023-12,LOAN,EUR
DE_A20_LOAN_00388,DE_PARTY_00067,PROT_00446,A20,1000,1997.43,2023-12,LOAN,EUR
DE_A20_LOAN_00389,DE_PARTY_00053,PROT_00336,A20,1000,798.89,2023-12,LOAN,EUR
DE_A20_LOAN_00390,DE_PARTY_00172,PROT_00497,A20,1000,658.73,2023-12,LOAN,EUR
DE_A20_LOAN_00391,DE_PARTY_00184,PROT_00080,A20,1000,1517.04,2023-12,LOAN,EUR
DE_A20_LOAN_00392,DE_PARTY_00081,PROT_00039,A20,1000,511.44,2023-12,LOAN,EUR
DE_A20_LOAN_00393,DE_PARTY_00062,PROT_00241,A20,1000,3388.83,2023-12,LOAN,EUR
DE_A20_LOAN_00394,DE_PARTY_00068,PROT_00401,A20,1000,2291.65,2023-12,LOAN,EUR
DE_A20_LOAN_00395,DE_PARTY_00102,PROT_00497,A20,1000,852.23,2023-12,LOAN,EUR
DE_A20_LOAN_00396,DE_PARTY_00034,PROT_00136,A20,1000,404.03,2023-12,LOAN,EUR
DE_A20_LOAN_00397,DE_PARTY_00172,PROT_00174,A20,1000,2544.5,2023-12,LOAN,EUR
DE_A20_LOAN_00398,DE_PARTY_00166,PROT_00320,A20,1000,1054.31,2023-12,LOAN,EUR
DE_A20_LOAN_00399,DE_PARTY_00077,PROT_00355,A20,1000,2373.34,2023-12,LOAN,EUR
DE_A20_LOAN_00400,DE_PARTY_00118,PROT_00204,A20,1000,433.85,2023-12,LOAN,EUR
DE_A20_LOAN_00401,DE_PARTY_00081,PROT_00333,A20,1000,788.19,2023-12,LOAN,EUR
DE_A20_LOAN_00402,DE_PARTY_00193,PROT_00042,A20,1000,1132.87,2023-12,LOAN,EUR
DE_A20_LOAN_00403,DE_PARTY_00019,PROT_00437,A20,1000,1161.6,2023-12,LOAN,EUR
DE_A20_LOAN_00404,DE_PARTY_00003,PROT_00169,A20,1000,862.06,2023-12,LOAN,EUR
DE_A20_LOAN_00405,DE_PARTY_00118,PROT_00437,A20,1000,1641.02,2023-12,LOAN,EUR
DE_A20_LOAN_00406,DE_PARTY_00160,PROT_00346,A20,1000,595.14,2023-12,LOAN,EUR
DE_A20_LOAN_00407,DE_PARTY_00145,PROT_00440,A20,1000,1036.84,2023-12,LOAN,EUR
DE_A20_LOAN_00408,DE_PARTY_00026,PROT_00274,A20,1000,1213.84,2023-12,LOAN,EUR
DE_A20_LOAN_00409,DE_PARTY_00019,PROT_00195,A20,1000,1537.68,2023-12,LOAN,EUR
DE_A20_LOAN_00410,DE_PARTY_00138,PROT_00489,A20,1000,1730.79,2023-12,LOAN,EUR
DE_A20_LOAN_00411,DE_PARTY_00055,PROT_00163,A20,1000,575.12,2023-12,LOAN,EUR
DE_A20_LOAN_00412,DE_PARTY_00130,PROT_00321,A20,1000,449.84,2023-12,LOAN,EUR
DE_A20_LOAN_00413,DE_PARTY_00068,PROT_00368,A20,1000,2430.79,2023-12,LOAN,EUR
DE_A20_LOAN_00414,DE_PARTY_00034,PROT_00455,A20,1000,1378.5,2023-12,LOAN,EUR
DE_A20_LOAN_00415,DE_PARTY_00090,PROT_00389,A20,1000,720.74,2023-12,LOAN,EUR
DE_A20_LOAN_00416,DE_PARTY_00018,PROT_00250,A20,1000,2864.23,2023-12,LOAN,EUR
DE_A20_LOAN_00417,DE_PARTY_00063,PROT_00447,A20,1000,1210.48,2023-12,LOAN,EUR
DE_A20_LOAN_00418,DE_PARTY_00095,PROT_00278,A20,1000,2291.46,2023-12,LOAN,EUR
DE_A20_LOAN_00419,DE_PARTY_00073,PROT_00019,A20,1000,1176.0,2023-12,LOAN,EUR
DE_A20_LOAN_00420,DE_PARTY_00041,PROT_00317,A20,1000,3888.64,2023-12,LOAN,EUR
DE_A20_LOAN_00421,DE_PARTY_00113,PROT_00036,A20,1000,3237.54,2023-12,LOAN,EUR
DE_A20_LOAN_00422,DE_PARTY_00140,PROT_00121,A20,1000,972.61,2023-12,LOAN,EUR
DE_A20_LOAN_00423,DE_PARTY_00181,PROT_00324,A20,1000,2022.94,2023-12,LOAN,EUR
DE_A20_LOAN_00424,DE_PARTY_00078,PROT_00351,A20,1000,1663.35,2023-12,LOAN,EUR
DE_A20_LOAN_00425,DE_PARTY_00157,PROT_00472,A20,1000,2567.13,2023-12,LOAN,EUR
DE_A20_LOAN_00426,DE_PARTY_00168,PROT_00148,A20,1000,632.96,2023-12,LOAN,EUR
DE_A20_LOAN_00427,DE_PARTY_00136,PROT_00117,A20,1000,1704.45,2023-12,LOAN,EUR
DE_A20_LOAN_00428,DE_PARTY_00003,PROT_00383,A20,1000,2131.16,2023-12,LOAN,EUR
DE_A20_LOAN_00429,DE_PARTY_00171,PROT_00047,A20,1000,393.12,2023-12,LOAN,EUR
DE_A20_LOAN_00430,DE_PARTY_00142,PROT_00223,A20,1000,555.25,2023-12,LOAN,EUR
DE_A20_LOAN_00431,DE_PARTY_00077,PROT_00051,A20,1000,332.23,2023-12,LOAN,EUR
DE_A20_LOAN_00432,DE_PARTY_00170,PROT_00390,A20,1000,960.76,2023-12,LOAN,EUR
DE_A20_LOAN_00433,DE_PARTY_00027,PROT_00325,A20,1000,1736.96,2023-12,LOAN,EUR
DE_A20_LOAN_00434,DE_PARTY_00035,PROT_00361,A20,1000,2781.59,2023-12,LOAN,EUR
DE_A20_LOAN_00435,DE_PARTY_00068,PROT_00447,A20,1000,1180.65,2023-12,LOAN,EUR
DE_A20_LOAN_00436,DE_PARTY_00030,PROT_00052,A20,1000,3000.5,2023-12,LOAN,EUR
DE_A20_LOAN_00437,DE_PARTY_00028,PROT_00228,A20,1000,493.39,2023-12,LOAN,EUR
DE_A20_LOAN_00438,DE_PARTY_00191,PROT_00086,A20,1000,406.4,2023-12,LOAN,EUR
DE_A20_LOAN_00439,DE_PARTY_00142,PROT_00356,A20,1000,1092.29,2023-12,LOAN,EUR
DE_A20_LOAN_00440,DE_PARTY_00040,PROT_00154,A20,1000,1421.98,2023-12,LOAN,EUR
DE_A20_LOAN_00441,DE_PARTY_00070,PROT_00463,A20,1000,1107.38,2023-12,LOAN,EUR
DE_A20_LOAN_00442,DE_PARTY_00073,PROT_00015,A20,1000,326.65,2023-12,LOAN,EUR
DE_A20_LOAN_00443,DE_PARTY_00155,PROT_00024,A20,1000,1070.51,2023-12,LOAN,EUR
DE_A20_LOAN_00444,DE_PARTY_00054,PROT_00167,A20,1000,516.3,2023-12,LOAN,EUR
DE_A20_LOAN_00445,DE_PARTY_00184,PROT_00408,A20,1000,1687.78,2023-12,LOAN,EUR
DE_A20_LOAN_00446,DE_PARTY_00088,PROT_00029,A20,1000,1407.15,2023-12,LOAN,EUR
DE_A20_LOAN_00447,DE_PARTY_00053,PROT_00151,A20,1000,642.55,2023-12,LOAN,EUR
DE_A20_LOAN_00448,DE_PARTY_00176,PROT_00184,A20,1000,829.68,2023-12,LOAN,EUR
DE_A20_LOAN_00449,DE_PARTY_00163,PROT_00192,A20,1000,598.15,2023-12,LOAN,EUR
DE_A20_LOAN_00450,DE_PARTY_00068,PROT_00221,A20,1000,1087.63,2023-12,LOAN,EUR
DE_A20_LOAN_00451,DE_PARTY_00130,PROT_00075,A20,1000,2003.1,2023-12,LOAN,EUR
DE_A20_LOAN_00452,DE_PARTY_00126,PROT_00126,A20,1000,625.11,2023-12,LOAN,EUR
DE_A20_LOAN_00453,DE_PARTY_00065,PROT_00272,A20,1000,1528.12,2023-12,LOAN,EUR
DE_A20_LOAN_00454,DE_PARTY_00014,PROT_00211,A20,1000,821.56,2023-12,LOAN,EUR
DE_A20_LOAN_00455,DE_PARTY_00024,PROT_00290,A20,1000,701.79,2023-12,LOAN,EUR
DE_A20_LOAN_00456,DE_PARTY_00163,PROT_00350,A20,1000,1059.07,2023-12,LOAN,EUR
DE_A20_LOAN_00457,DE_PARTY_00109,PROT_00406,A20,1000,606.81,2023-12,LOAN,EUR
DE_A20_LOAN_00458,DE_PARTY_00071,PROT_00093,A20,1000,810.11,2023-12,LOAN,EUR
DE_A20_LOAN_00459,DE_PARTY_00012,PROT_00088,A20,1000,550.4,2023-12,LOAN,EUR
DE_A20_LOAN_00460,DE_PARTY_00001,PROT_00090,A20,1000,3670.93,2023-12,LOAN,EUR
DE_A20_LOAN_00461,DE_PARTY_00086,PROT_00041,A20,1000,1153.46,2023-12,LOAN,EUR
DE_A20_LOAN_00462,DE_PARTY_00198,PROT_00313,A20,1000,742.13,2023-12,LOAN,EUR
DE_A20_LOAN_00463,DE_PARTY_00034,PROT_00446,A20,1000,1284.02,2023-12,LOAN,EUR
DE_A20_LOAN_00464,DE_PARTY_00164,PROT_00196,A20,1000,1055.71,2023-12,LOAN,EUR
DE_A20_LOAN_00465,DE_PARTY_00068,PROT_00318,A20,1000,989.09,2023-12,LOAN,EUR
DE_A20_LOAN_00466,DE_PARTY_00042,PROT_00350,A20,1000,1632.49,2023-12,LOAN,EUR
DE_A20_LOAN_00467,DE_PARTY_00190,PROT_00124,A20,1000,1779.11,2023-12,LOAN,EUR
DE_A20_LOAN_00468,DE_PARTY_00114,PROT_00255,A20,1000,821.44,2023-12,LOAN,EUR
DE_A20_LOAN_00469,DE_PARTY_00142,PROT_00468,A20,1000,799.41,2023-12,LOAN,EUR
DE_A20_LOAN_00470,DE_PARTY_00181,PROT_00299,A20,1000,957.51,2023-12,LOAN,EUR
DE_A20_LOAN_00471,DE_PARTY_00110,PROT_00074,A20,1000,283.78,2023-12,LOAN,EUR
DE_A20_LOAN_00472,DE_PARTY_00144,PROT_00119,A20,1000,454.98,2023-12,LOAN,EUR
DE_A20_LOAN_00473,DE_PARTY_00003,PROT_00237,A20,1000,2564.42,2023-12,LOAN,EUR
DE_A20_LOAN_00474,DE_PARTY_00029,PROT_00327,A20,1000,3030.08,2023-12,LOAN,EUR
DE_A20_LOAN_00475,DE_PARTY_00020,PROT_00131,A20,1000,972.57,2023-12,LOAN,EUR
DE_A20_LOAN_00476,DE_PARTY_00177,PROT_00236,A20,1000,1596.07,2023-12,LOAN,EUR
DE_A20_LOAN_00477,DE_PARTY_00039,PROT_00131,A20,1000,1361.19,2023-12,LOAN,EUR
DE_A20_LOAN_00478,DE_PARTY_00140,PROT_00342,A20,1000,7163.07,2023-12,LOAN,EUR
DE_A20_LOAN_00479,DE_PARTY_00010,PROT_00005,A20,1000,2210.8,2023-12,LOAN,EUR
DE_A20_LOAN_00480,DE_PARTY_00095,PROT_00461,A20,1000,1045.88,2023-12,LOAN,EUR
DE_A20_LOAN_00481,DE_PARTY_00150,PROT_00412,A20,1000,636.54,2023-12,LOAN,EUR
DE_A20_LOAN_00482,DE_PARTY_00142,PROT_00239,A20,1000,430.74,2023-12,LOAN,EUR
DE_A20_LOAN_00483,DE_PARTY_00038,PROT_00462,A20,1000,1275.95,2023-12,LOAN,EUR
DE_A20_LOAN_00484,DE_PARTY_00111,PROT_00148,A20,1000,717.34,2023-12,LOAN,EUR
DE_A20_LOAN_00485,DE_PARTY_00033,PROT_00347,A20,1000,481.07,2023-12,LOAN,EUR
DE_A20_LOAN_00486,DE_PARTY_00011,PROT_00280,A20,1000,766.18,2023-12,LOAN,EUR
DE_A20_LOAN_00487,DE_PARTY_00079,PROT_00081,A20,1000,590.18,2023-12,LOAN,EUR
DE_A20_LOAN_00488,DE_PARTY_00094,PROT_00038,A20,1000,3107.74,2023-12,LOAN,EUR
DE_A20_LOAN_00489,DE_PARTY_00011,PROT_00227,A20,1000,1916.68,2023-12,LOAN,EUR
DE_A20_LOAN_00490,DE_PARTY_00092,PROT_00484,A20,1000,1123.92,2023-12,LOAN,EUR
