instrument_id,protection_id,link_type
DE_A20_LOAN_00481,PROT_00412,COLLATERAL
DE_A20_LOAN_00482,PROT_00239,COLLATERAL
DE_A20_LOAN_00483,PROT_00462,COLLATERAL
DE_A20_LOAN_00484,PROT_00148,COLLATERAL
DE_A20_LOAN_00485,PROT_00347,COLLATERAL
DE_A20_LOAN_00486,PROT_00280,COLLATERAL
DE_A20_LOAN_00487,PROT_00081,COLLATERAL
DE_A20_LOAN_00488,PROT_00038,COLLATERAL
DE_A20_LOAN_00489,PROT_00227,COLLATERAL
DE_A20_LOAN_00490,PROT_00484,COLLATERAL
DE_A20_LOAN_00491,PROT_00177,COLLATERAL
DE_A20_LOAN_00492,PROT_00301,COLLATERAL
DE_A20_LOAN_00493,PROT_00154,COLLATERAL
DE_A20_LOAN_00494,PROT_00328,COLLATERAL
DE_A20_LOAN_00495,PROT_00493,COLLATERAL
DE_A20_LOAN_00496,PROT_00218,COLLATERAL
DE_A20_LOAN_00497,PROT_00354,COLLATERAL
DE_A20_LOAN_00498,PROT_00129,COLLATERAL
DE_A20_LOAN_00499,PROT_00234,COLLATERAL
DE_A20_LOAN_00500,PROT_00433,COLLATERAL
DE_A20_LOAN_00501,PROT_00155,COLLATERAL
DE_A20_LOAN_00502,PROT_00102,COLLATERAL
DE_A20_LOAN_00503,PROT_00197,COLLATERAL
DE_A20_LOAN_00504,PROT_00437,COLLATERAL
DE_A20_LOAN_00505,PROT_00248,COLLATERAL
DE_A20_LOAN_00506,PROT_00055,COLLATERAL
DE_A20_LOAN_00507,PROT_00122,COLLATERAL
DE_A20_LOAN_00508,PROT_00196,COLLATERAL
DE_A20_LOAN_00509,PROT_00293,COLLATERAL
DE_A20_LOAN_00510,PROT_00184,COLLATERAL
DE_A20_LOAN_00511,PROT_00295,COLLATERAL
DE_A20_LOAN_00512,PROT_00152,COLLATERAL
DE_A20_LOAN_00513,PROT_00359,COLLATERAL
DE_A20_LOAN_00514,PROT_00152,COLLATERAL
DE_A20_LOAN_00515,PROT_00012,COLLATERAL
DE_A20_LOAN_00516,PROT_00425,COLLATERAL
DE_A20_LOAN_00517,PROT_00338,COLLATERAL
DE_A20_LOAN_00518,PROT_00203,COLLATERAL
DE_A20_LOAN_00519,PROT_00141,COLLATERAL
DE_A20_LOAN_00520,PROT_00005,COLLATERAL
DE_A20_LOAN_00521,PROT_00290,COLLATERAL
DE_A20_LOAN_00522,PROT_00443,COLLATERAL
DE_A20_LOAN_00523,PROT_00352,COLLATERAL
DE_A20_LOAN_00524,PROT_00399,COLLATERAL
DE_A20_LOAN_00525,PROT_00382,COLLATERAL
DE_A20_LOAN_00526,PROT_00499,COLLATERAL
DE_A20_LOAN_00527,PROT_00026,COLLATERAL
DE_A20_LOAN_00528,PROT_00467,COLLATERAL
DE_A20_LOAN_00529,PROT_00311,COLLATERAL
DE_A20_LOAN_00530,PROT_00382,COLLATERAL
DE_A20_LOAN_00531,PROT_00255,COLLATERAL
DE_A20_LOAN_00532,PROT_00427,COLLATERAL
DE_A20_LOAN_00533,PROT_00463,COLLATERAL
DE_A20_LOAN_00534,PROT_00463,COLLATERAL
DE_A20_LOAN_00535,PROT_00147,COLLATERAL
DE_A20_LOAN_00536,PROT_00398,COLLATERAL
DE_A20_LOAN_00537,PROT_00410,COLLATERAL
DE_A20_LOAN_00538,PROT_00118,COLLATERAL
DE_A20_LOAN_00539,PROT_00311,COLLATERAL
DE_A20_LOAN_00540,PROT_00411,COLLATERAL
DE_A20_LOAN_00541,PROT_00181,COLLATERAL
DE_A20_LOAN_00542,PROT_00113,COLLATERAL
DE_A20_LOAN_00543,PROT_00326,COLLATERAL
DE_A20_LOAN_00544,PROT_00098,COLLATERAL
DE_A20_LOAN_00545,PROT_00318,COLLATERAL
DE_A20_LOAN_00546,PROT_00129,COLLATERAL
DE_A20_LOAN_00547,PROT_00348,COLLATERAL
DE_A20_LOAN_00548,PROT_00387,COLLATERAL
DE_A20_LOAN_00549,PROT_00370,COLLATERAL
DE_A20_LOAN_00550,PROT_00393,COLLATERAL
DE_A20_LOAN_00551,PROT_00338,COLLATERAL
DE_A20_LOAN_00552,PROT_00349,COLLATERAL
DE_A20_LOAN_00553,PROT_00430,COLLATERAL
DE_A20_LOAN_00554,PROT_00071,COLLATERAL
DE_A20_LOAN_00555,PROT_00322,COLLATERAL
DE_A20_LOAN_00556,PROT_00050,COLLATERAL
DE_A20_LOAN_00557,PROT_00463,COLLATERAL
DE_A20_LOAN_00558,PROT_00322,COLLATERAL
DE_A20_LOAN_00559,PROT_00331,COLLATERAL
DE_A20_LOAN_00560,PROT_00021,COLLATERAL
DE_A20_LOAN_00561,PROT_00159,COLLATERAL
DE_A20_LOAN_00562,PROT_00404,COLLATERAL
DE_A20_LOAN_00563,PROT_00226,COLLATERAL
DE_A20_LOAN_00564,PROT_00018,COLLATERAL
DE_A20_LOAN_00565,PROT_00297,COLLATERAL
DE_A20_LOAN_00566,PROT_00187,COLLATERAL
DE_A20_LOAN_00567,PROT_00375,COLLATERAL
DE_A20_LOAN_00568,PROT_00068,COLLATERAL
DE_A20_LOAN_00569,PROT_00047,COLLATERAL
DE_A20_LOAN_00570,PROT_00466,COLLATERAL
DE_A20_LOAN_00571,PROT_00152,COLLATERAL
DE_A20_LOAN_00572,PROT_00168,COLLATERAL
DE_A20_LOAN_00573,PROT_00383,COLLATERAL
DE_A20_LOAN_00574,PROT_00213,COLLATERAL
DE_A20_LOAN_00575,PROT_00090,COLLATERAL
DE_A20_LOAN_00576,PROT_00103,COLLATERAL
DE_A20_LOAN_00577,PROT_00068,COLLATERAL
DE_A20_LOAN_00578,PROT_00403,COLLATERAL
DE_A20_LOAN_00579,PROT_00277,COLLATERAL
DE_A20_LOAN_00580,PROT_00449,COLLATERAL
DE_A20_LOAN_00581,PROT_00498,COLLATERAL
DE_A20_LOAN_00582,PROT_00188,COLLATERAL
DE_A20_LOAN_00583,PROT_00272,COLLATERAL
DE_A20_LOAN_00584,PROT_00257,COLLATERAL
DE_A20_LOAN_00585,PROT_00468,COLLATERAL
DE_A20_LOAN_00586,PROT_00140,COLLATERAL
DE_A20_LOAN_00587,PROT_00426,COLLATERAL
DE_A20_LOAN_00588,PROT_00085,COLLATERAL
DE_A20_LOAN_00589,PROT_00132,COLLATERAL
DE_A20_LOAN_00590,PROT_00468,COLLATERAL
DE_A20_LOAN_00591,PROT_00423,COLLATERAL
DE_A20_LOAN_00592,PROT_00484,COLLATERAL
DE_A20_LOAN_00593,PROT_00247,COLLATERAL
DE_A20_LOAN_00594,PROT_00496,COLLATERAL
DE_A20_LOAN_00595,PROT_00413,COLLATERAL
DE_A20_LOAN_00596,PROT_00152,COLLATERAL
DE_A20_LOAN_00597,PROT_00383,COLLATERAL
DE_A20_LOAN_00598,PROT_00446,COLLATERAL
DE_A20_LOAN_00599,PROT_00174,COLLATERAL
DE_A20_LOAN_00600,PROT_00412,COLLATERAL
DE_A20_LOAN_00601,PROT_00059,COLLATERAL
DE_A20_LOAN_00602,PROT_00240,COLLATERAL
DE_A20_LOAN_00603,PROT_00494,COLLATERAL
DE_A20_LOAN_00604,PROT_00039,COLLATERAL
DE_A20_LOAN_00605,PROT_00073,COLLATERAL
DE_A20_LOAN_00606,PROT_00387,COLLATERAL
DE_A20_LOAN_00607,PROT_00495,COLLATERAL
DE_A20_LOAN_00608,PROT_00116,COLLATERAL
DE_A20_LOAN_00609,PROT_00441,COLLATERAL
DE_A20_LOAN_00610,PROT_00347,COLLATERAL
DE_A20_LOAN_00611,PROT_00371,COLLATERAL
DE_A20_LOAN_00612,PROT_00346,COLLATERAL
DE_A20_LOAN_00613,PROT_00204,COLLATERAL
DE_A20_LOAN_00614,PROT_00496,COLLATERAL
DE_A20_LOAN_00615,PROT_00434,COLLATERAL
DE_A20_LOAN_00616,PROT_00412,COLLATERAL
DE_A20_LOAN_00617,PROT_00286,COLLATERAL
DE_A20_LOAN_00618,PROT_00188,COLLATERAL
DE_A20_LOAN_00619,PROT_00047,COLLATERAL
DE_A20_LOAN_00620,PROT_00405,COLLATERAL
DE_A20_LOAN_00621,PROT_00203,COLLATERAL
DE_A20_LOAN_00622,PROT_00008,COLLATERAL
DE_A20_LOAN_00623,PROT_00136,COLLATERAL
DE_A20_LOAN_00624,PROT_00275,COLLATERAL
DE_A20_LOAN_00625,PROT_00064,COLLATERAL
DE_A20_LOAN_00626,PROT_00233,COLLATERAL
DE_A20_LOAN_00627,PROT_00189,COLLATERAL
DE_A20_LOAN_00628,PROT_00345,COLLATERAL
DE_A20_LOAN_00629,PROT_00384,COLLATERAL
DE_A20_LOAN_00630,PROT_00345,COLLATERAL
DE_A20_LOAN_00631,PROT_00135,COLLATERAL
DE_A20_LOAN_00632,PROT_00300,COLLATERAL
DE_A20_LOAN_00633,PROT_00196,COLLATERAL
DE_A20_LOAN_00634,PROT_00422,COLLATERAL
DE_A20_LOAN_00635,PROT_00327,COLLATERAL
DE_A20_LOAN_00636,PROT_00482,COLLATERAL
DE_A20_LOAN_00637,PROT_00191,COLLATERAL
DE_A20_LOAN_00638,PROT_00056,COLLATERAL
DE_A20_LOAN_00639,PROT_00346,COLLATERAL
DE_A20_LOAN_00640,PROT_00120,COLLATERAL
DE_A20_LOAN_00641,PROT_00242,COLLATERAL
DE_A20_LOAN_00642,PROT_00013,COLLATERAL
DE_A20_LOAN_00643,PROT_00318,COLLATERAL
DE_A20_LOAN_00644,PROT_00453,COLLATERAL
DE_A20_LOAN_00645,PROT_00483,COLLATERAL
DE_A20_LOAN_00646,PROT_00288,COLLATERAL
DE_A20_LOAN_00647,PROT_00168,COLLATERAL
DE_A20_LOAN_00648,PROT_00469,COLLATERAL
DE_A20_LOAN_00649,PROT_00313,COLLATERAL
DE_A20_LOAN_00650,PROT_00114,COLLATERAL
DE_A20_LOAN_00651,PROT_00332,COLLATERAL
DE_A20_LOAN_00652,PROT_00033,COLLATERAL
DE_A20_LOAN_00653,PROT_00326,COLLATERAL
DE_A20_LOAN_00654,PROT_00422,COLLATERAL
DE_A20_LOAN_00655,PROT_00238,COLLATERAL
DE_A20_LOAN_00656,PROT_00466,COLLATERAL
DE_A20_LOAN_00657,PROT_00359,COLLATERAL
DE_A20_LOAN_00658,PROT_00155,COLLATERAL
DE_A20_LOAN_00659,PROT_00333,COLLATERAL
DE_A20_LOAN_00660,PROT_00210,COLLATERAL
DE_A20_LOAN_00661,PROT_00060,COLLATERAL
DE_A20_LOAN_00662,PROT_00072,COLLATERAL
DE_A20_LOAN_00663,PROT_00024,COLLATERAL
DE_A20_LOAN_00664,PROT_00485,COLLATERAL
DE_A20_LOAN_00665,PROT_00020,COLLATERAL
DE_A20_LOAN_00666,PROT_00156,COLLATERAL
DE_A20_LOAN_00667,PROT_00253,COLLATERAL
DE_A20_LOAN_00668,PROT_00060,COLLATERAL
DE_A20_LOAN_00669,PROT_00050,COLLATERAL
DE_A20_LOAN_00670,PROT_00121,COLLATERAL
DE_A20_LOAN_00671,PROT_00455,COLLATERAL
DE_A20_LOAN_00672,PROT_00276,COLLATERAL
DE_A20_LOAN_00673,PROT_00070,COLLATERAL
DE_A20_LOAN_00674,PROT_00199,COLLATERAL
DE_A20_LOAN_00675,PROT_00233,COLLATERAL
DE_A20_LOAN_00676,PROT_00190,COLLATERAL
DE_A20_LOAN_00677,PROT_00344,COLLATERAL
DE_A20_LOAN_00678,PROT_00487,COLLATERAL
DE_A20_LOAN_00679,PROT_00381,COLLATERAL
DE_A20_LOAN_00680,PROT_00357,COLLATERAL
DE_A20_LOAN_00681,PROT_00485,COLLATERAL
DE_A20_LOAN_00682,PROT_00277,COLLATERAL
DE_A20_LOAN_00683,PROT_00215,COLLATERAL
DE_A20_LOAN_00684,PROT_00301,COLLATERAL
DE_A20_LOAN_00685,PROT_00381,COLLATERAL
DE_A20_LOAN_00686,PROT_00373,COLLATERAL
DE_A20_LOAN_00687,PROT_00080,COLLATERAL
DE_A20_LOAN_00688,PROT_00454,COLLATERAL
DE_A20_LOAN_00689,PROT_00213,COLLATERAL
DE_A20_LOAN_00690,PROT_00336,COLLATERAL
DE_A20_LOAN_00691,PROT_00051,COLLATERAL
DE_A20_LOAN_00692,PROT_00427,COLLATERAL
DE_A20_LOAN_00693,PROT_00251,COLLATERAL
DE_A20_LOAN_00694,PROT_00316,COLLATERAL
DE_A20_LOAN_00695,PROT_00209,COLLATERAL
DE_A20_LOAN_00696,PROT_00481,COLLATERAL
DE_A20_LOAN_00697,PROT_00488,COLLATERAL
DE_A20_LOAN_00698,PROT_00144,COLLATERAL
DE_A20_LOAN_00699,PROT_00017,COLLATERAL
DE_A20_LOAN_00700,PROT_00354,COLLATERAL
DE_A20_LOAN_00701,PROT_00190,COLLATERAL
DE_A20_LOAN_00702,PROT_00112,COLLATERAL
DE_A20_LOAN_00703,PROT_00228,COLLATERAL
DE_A20_LOAN_00704,PROT_00228,COLLATERAL
DE_A20_LOAN_00705,PROT_00487,COLLATERAL
DE_A20_LOAN_00706,PROT_00121,COLLATERAL
DE_A20_LOAN_00707,PROT_00438,COLLATERAL
DE_A20_LOAN_00708,PROT_00186,COLLATERAL
DE_A20_LOAN_00709,PROT_00051,COLLATERAL
DE_A20_LOAN_00710,PROT_00352,COLLATERAL
DE_A20_LOAN_00711,PROT_00189,COLLATERAL
DE_A20_LOAN_00712,PROT_00279,COLLATERAL
DE_A20_LOAN_00713,PROT_00462,COLLATERAL
DE_A20_LOAN_00714,PROT_00331,COLLATERAL
DE_A20_LOAN_00715,PROT_00184,COLLATERAL
DE_A20_LOAN_00716,PROT_00032,COLLATERAL
DE_A20_LOAN_00717,PROT_00204,COLLATERAL
DE_A20_LOAN_00718,PROT_00142,COLLATERAL
DE_A20_LOAN_00719,PROT_00098,COLLATERAL
DE_A20_LOAN_00720,PROT_00496,COLLATERAL
DE_A20_LOAN_00721,PROT_00063,COLLATERAL
DE_A20_LOAN_00722,PROT_00486,COLLATERAL
DE_A20_LOAN_00723,PROT_00435,COLLATERAL
DE_A20_LOAN_00724,PROT_00422,COLLATERAL
DE_A20_LOAN_00725,PROT_00233,COLLATERAL
DE_A20_LOAN_00726,PROT_00047,COLLATERAL
DE_A20_LOAN_00727,PROT_00340,COLLATERAL
DE_A20_LOAN_00728,PROT_00109,COLLATERAL
DE_A20_LOAN_00729,PROT_00329,COLLATERAL
DE_A20_LOAN_00730,PROT_00328,COLLATERAL
DE_A20_LOAN_00731,PROT_00306,COLLATERAL
DE_A20_LOAN_00732,PROT_00498,COLLATERAL
DE_A20_LOAN_00733,PROT_00011,COLLATERAL
DE_A20_LOAN_00734,PROT_00026,COLLATERAL
DE_A20_LOAN_00735,PROT_00403,COLLATERAL
DE_A20_LOAN_00736,PROT_00171,COLLATERAL
DE_A20_LOAN_00737,PROT_00125,COLLATERAL
DE_A20_LOAN_00738,PROT_00065,COLLATERAL
DE_A20_LOAN_00739,PROT_00403,COLLATERAL
DE_A20_LOAN_00740,PROT_00290,COLLATERAL
DE_A20_LOAN_00741,PROT_00106,COLLATERAL
DE_A20_LOAN_00742,PROT_00036,COLLATERAL
DE_A20_LOAN_00743,PROT_00425,COLLATERAL
DE_A20_LOAN_00744,PROT_00392,COLLATERAL
DE_A20_LOAN_00745,PROT_00284,COLLATERAL
DE_A20_LOAN_00746,PROT_00107,COLLATERAL
DE_A20_LOAN_00747,PROT_00301,COLLATERAL
DE_A20_LOAN_00748,PROT_00111,COLLATERAL
DE_A20_LOAN_00749,PROT_00417,COLLATERAL
DE_A20_LOAN_00750,PROT_00446,COLLATERAL
DE_A20_LOAN_00751,PROT_00120,COLLATERAL
DE_A20_LOAN_00752,PROT_00169,COLLATERAL
DE_A20_LOAN_00753,PROT_00397,COLLATERAL
DE_A20_LOAN_00754,PROT_00076,COLLATERAL
DE_A20_LOAN_00755,PROT_00404,COLLATERAL
DE_A20_LOAN_00756,PROT_00462,COLLATERAL
DE_A20_LOAN_00757,PROT_00306,COLLATERAL
DE_A20_LOAN_00758,PROT_00002,COLLATERAL
DE_A20_LOAN_00759,PROT_00142,COLLATERAL
DE_A20_LOAN_00760,PROT_00440,COLLATERAL
DE_A20_LOAN_00761,PROT_00075,COLLATERAL
DE_A20_LOAN_00762,PROT_00067,COLLATERAL
DE_A20_LOAN_00763,PROT_00277,COLLATERAL
DE_A20_LOAN_00764,PROT_00129,COLLATERAL
DE_A20_LOAN_00765,PROT_00409,COLLATERAL
DE_A20_LOAN_00766,PROT_00090,COLLATERAL
DE_A20_LOAN_00767,PROT_00057,COLLATERAL
DE_A20_LOAN_00768,PROT_00339,COLLATERAL
DE_A20_LOAN_00769,PROT_00444,COLLATERAL
DE_A20_LOAN_00770,PROT_00014,COLLATERAL
DE_A20_LOAN_00771,PROT_00068,COLLATERAL
DE_A20_LOAN_00772,PROT_00008,COLLATERAL
DE_A20_LOAN_00773,PROT_00184,COLLATERAL
DE_A20_LOAN_00774,PROT_00405,COLLATERAL
DE_A20_LOAN_00775,PROT_00404,COLLATERAL
DE_A20_LOAN_00776,PROT_00122,COLLATERAL
DE_A20_LOAN_00777,PROT_00302,COLLATERAL
DE_A20_LOAN_00778,PROT_00166,COLLATERAL
DE_A20_LOAN_00779,PROT_00009,COLLATERAL
DE_A20_LOAN_00780,PROT_00090,COLLATERAL
DE_A20_LOAN_00781,PROT_00136,COLLATERAL
DE_A20_LOAN_00782,PROT_00027,COLLATERAL
DE_A20_LOAN_00783,PROT_00065,COLLATERAL
DE_A20_LOAN_00784,PROT_00380,COLLATERAL
DE_A20_LOAN_00785,PROT_00216,COLLATERAL
DE_A20_LOAN_00786,PROT_00270,COLLATERAL
DE_A20_LOAN_00787,PROT_00059,COLLATERAL
DE_A20_LOAN_00788,PROT_00382,COLLATERAL
DE_A20_LOAN_00789,PROT_00033,COLLATERAL
DE_A20_LOAN_00790,PROT_00244,COLLATERAL
DE_A20_LOAN_00791,PROT_00230,COLLATERAL
DE_A20_LOAN_00792,PROT_00399,COLLATERAL
DE_A20_LOAN_00793,PROT_00186,COLLATERAL
DE_A20_LOAN_00794,PROT_00263,COLLATERAL
DE_A20_LOAN_00795,PROT_00304,COLLATERAL
DE_A20_LOAN_00796,PROT_00056,COLLATERAL
DE_A20_LOAN_00797,PROT_00232,COLLATERAL
DE_A20_LOAN_00798,PROT_00258,COLLATERAL
DE_A20_LOAN_00799,PROT_00114,COLLATERAL
DE_A20_LOAN_00800,PROT_00485,COLLATERAL
DE_A20_LOAN_00801,PROT_00315,COLLATERAL
DE_A20_LOAN_00802,PROT_00023,COLLATERAL
DE_A20_LOAN_00803,PROT_00373,COLLATERAL
DE_A20_LOAN_00804,PROT_00402,COLLATERAL
DE_A20_LOAN_00805,PROT_00466,COLLATERAL
DE_A20_LOAN_00806,PROT_00444,COLLATERAL
DE_A20_LOAN_00807,PROT_00338,COLLATERAL
DE_A20_LOAN_00808,PROT_00267,COLLATERAL
DE_A20_LOAN_00809,PROT_00155,COLLATERAL
DE_A20_LOAN_00810,PROT_00235,COLLATERAL
DE_A20_LOAN_00811,PROT_00330,COLLATERAL
DE_A20_LOAN_00812,PROT_00494,COLLATERAL
DE_A20_LOAN_00813,PROT_00016,COLLATERAL
DE_A20_LOAN_00814,PROT_00032,COLLATERAL
DE_A20_LOAN_00815,PROT_00246,COLLATERAL
DE_A20_LOAN_00816,PROT_00434,COLLATERAL
DE_A20_LOAN_00817,PROT_00206,COLLATERAL
DE_A20_LOAN_00818,PROT_00219,COLLATERAL
DE_A20_LOAN_00819,PROT_00352,COLLATERAL
DE_A20_LOAN_00820,PROT_00056,COLLATERAL
DE_A20_LOAN_00821,PROT_00252,COLLATERAL
DE_A20_LOAN_00822,PROT_00365,COLLATERAL
DE_A20_LOAN_00823,PROT_00466,COLLATERAL
DE_A20_LOAN_00824,PROT_00228,COLLATERAL
DE_A20_LOAN_00825,PROT_00038,COLLATERAL
DE_A20_LOAN_00826,PROT_00461,COLLATERAL
DE_A20_LOAN_00827,PROT_00042,COLLATERAL
DE_A20_LOAN_00828,PROT_00165,COLLATERAL
DE_A20_LOAN_00829,PROT_00312,COLLATERAL
DE_A20_LOAN_00830,PROT_00076,COLLATERAL
DE_A20_LOAN_00831,PROT_00034,COLLATERAL
DE_A20_LOAN_00832,PROT_00065,COLLATERAL
DE_A20_LOAN_00833,PROT_00141,COLLATERAL
DE_A20_LOAN_00834,PROT_00320,COLLATERAL
DE_A20_LOAN_00835,PROT_00325,COLLATERAL
DE_A20_LOAN_00836,PROT_00300,COLLATERAL
DE_A20_LOAN_00837,PROT_00281,COLLATERAL
DE_A20_LOAN_00838,PROT_00365,COLLATERAL
DE_A20_LOAN_00839,PROT_00167,COLLATERAL
DE_A20_LOAN_00840,PROT_00196,COLLATERAL
DE_A20_LOAN_00841,PROT_00306,COLLATERAL
DE_A20_LOAN_00842,PROT_00272,COLLATERAL
DE_A20_LOAN_00843,PROT_00151,COLLATERAL
DE_A20_LOAN_00844,PROT_00233,COLLATERAL
DE_A20_LOAN_00845,PROT_00259,COLLATERAL
DE_A20_LOAN_00846,PROT_00310,COLLATERAL
DE_A20_LOAN_00847,PROT_00221,COLLATERAL
DE_A20_LOAN_00848,PROT_00051,COLLATERAL
DE_A20_LOAN_00849,PROT_00407,COLLATERAL
DE_A20_LOAN_00850,PROT_00360,COLLATERAL
DE_A20_LOAN_00851,PROT_00059,COLLATERAL
DE_A20_LOAN_00852,PROT_00437,COLLATERAL
DE_A20_LOAN_00853,PROT_00336,COLLATERAL
DE_A20_LOAN_00854,PROT_00334,COLLATERAL
DE_A20_LOAN_00855,PROT_00450,COLLATERAL
DE_A20_LOAN_00856,PROT_00394,COLLATERAL
DE_A20_LOAN_00857,PROT_00283,COLLATERAL
DE_A20_LOAN_00858,PROT_00370,COLLATERAL
DE_A20_LOAN_00859,PROT_00444,COLLATERAL
DE_A20_LOAN_00860,PROT_00111,COLLATERAL
DE_A20_LOAN_00861,PROT_00221,COLLATERAL
DE_A20_LOAN_00862,PROT_00232,COLLATERAL
DE_A20_LOAN_00863,PROT_00455,COLLATERAL
DE_A20_LOAN_00864,PROT_00117,COLLATERAL
DE_A20_LOAN_00865,PROT_00212,COLLATERAL
DE_A20_LOAN_00866,PROT_00174,COLLATERAL
DE_A20_LOAN_00867,PROT_00424,COLLATERAL
DE_A20_LOAN_00868,PROT_00233,COLLATERAL
DE_A20_LOAN_00869,PROT_00205,COLLATERAL
DE_A20_LOAN_00870,PROT_00213,COLLATERAL
DE_A20_LOAN_00871,PROT_00374,COLLATERAL
DE_A20_LOAN_00872,PROT_00049,COLLATERAL
DE_A20_LOAN_00873,PROT_00161,COLLATERAL
DE_A20_LOAN_00874,PROT_00219,COLLATERAL
DE_A20_LOAN_00875,PROT_00161,COLLATERAL
DE_A20_LOAN_00876,PROT_00341,COLLATERAL
DE_A20_LOAN_00877,PROT_00131,COLLATERAL
DE_A20_LOAN_00878,PROT_00192,COLLATERAL
DE_A20_LOAN_00879,PROT_00489,COLLATERAL
DE_A20_LOAN_00880,PROT_00079,COLLATERAL
DE_A20_LOAN_00881,PROT_00352,COLLATERAL
DE_A20_LOAN_00882,PROT_00473,COLLATERAL
DE_A20_LOAN_00883,PROT_00243,COLLATERAL
DE_A20_LOAN_00884,PROT_00035,COLLATERAL
DE_A20_LOAN_00885,PROT_00047,COLLATERAL
DE_A20_LOAN_00886,PROT_00426,COLLATERAL
DE_A20_LOAN_00887,PROT_00044,COLLATERAL
DE_A20_LOAN_00888,PROT_00048,COLLATERAL
DE_A20_LOAN_00889,PROT_00222,COLLATERAL
DE_A20_LOAN_00890,PROT_00050,COLLATERAL
DE_A20_LOAN_00891,PROT_00382,COLLATERAL
DE_A20_LOAN_00892,PROT_00379,COLLATERAL
DE_A20_LOAN_00893,PROT_00191,COLLATERAL
DE_A20_LOAN_00894,PROT_00416,COLLATERAL
DE_A20_LOAN_00895,PROT_00067,COLLATERAL
DE_A20_LOAN_00896,PROT_00285,COLLATERAL
DE_A20_LOAN_00897,PROT_00031,COLLATERAL
DE_A20_LOAN_00898,PROT_00301,COLLATERAL
DE_A20_LOAN_00899,PROT_00490,COLLATERAL
DE_A20_LOAN_00900,PROT_00288,COLLATERAL
DE_A20_LOAN_00901,PROT_00288,COLLATERAL
DE_A20_LOAN_00902,PROT_00169,COLLATERAL
DE_A20_LOAN_00903,PROT_00344,COLLATERAL
DE_A20_LOAN_00904,PROT_00063,COLLATERAL
DE_A20_LOAN_00905,PROT_00211,COLLATERAL
DE_A20_LOAN_00906,PROT_00182,COLLATERAL
DE_A20_LOAN_00907,PROT_00448,COLLATERAL
DE_A20_LOAN_00908,PROT_00341,COLLATERAL
DE_A20_LOAN_00909,PROT_00482,COLLATERAL
DE_A20_LOAN_00910,PROT_00385,COLLATERAL
DE_A20_LOAN_00911,PROT_00217,COLLATERAL
DE_A20_LOAN_00912,PROT_00445,COLLATERAL
DE_A20_LOAN_00913,PROT_00469,COLLATERAL
DE_A20_LOAN_00914,PROT_00370,COLLATERAL
DE_A20_LOAN_00915,PROT_00027,COLLATERAL
DE_A20_LOAN_00916,PROT_00496,COLLATERAL
DE_A20_LOAN_00917,PROT_00148,COLLATERAL
DE_A20_LOAN_00918,PROT_00308,COLLATERAL
DE_A20_LOAN_00919,PROT_00160,COLLATERAL
DE_A20_LOAN_00920,PROT_00181,COLLATERAL
DE_A20_LOAN_00921,PROT_00054,COLLATERAL
DE_A20_LOAN_00922,PROT_00296,COLLATERAL
DE_A20_LOAN_00923,PROT_00260,COLLATERAL
DE_A20_LOAN_00924,PROT_00109,COLLATERAL
DE_A20_LOAN_00925,PROT_00080,COLLATERAL
DE_A20_LOAN_00926,PROT_00337,COLLATERAL
DE_A20_LOAN_00927,PROT_00247,COLLATERAL
DE_A20_LOAN_00928,PROT_00115,COLLATERAL
DE_A20_LOAN_00929,PROT_00434,COLLATERAL
DE_A20_LOAN_00930,PROT_00056,COLLATERAL
DE_A20_LOAN_00931,PROT_00180,COLLATERAL
DE_A20_LOAN_00932,PROT_00433,COLLATERAL
DE_A20_LOAN_00933,PROT_00285,COLLATERAL
DE_A20_LOAN_00934,PROT_00189,COLLATERAL
DE_A20_LOAN_00935,PROT_00059,COLLATERAL
DE_A20_LOAN_00936,PROT_00391,COLLATERAL
DE_A20_LOAN_00937,PROT_00143,COLLATERAL
DE_A20_LOAN_00938,PROT_00294,COLLATERAL
DE_A20_LOAN_00939,PROT_00116,COLLATERAL
DE_A20_LOAN_00940,PROT_00414,COLLATERAL
DE_A20_LOAN_00941,PROT_00220,COLLATERAL
DE_A20_LOAN_00942,PROT_00433,COLLATERAL
DE_A20_LOAN_00943,PROT_00288,COLLATERAL
DE_A20_LOAN_00944,PROT_00499,COLLATERAL
DE_A20_LOAN_00945,PROT_00393,COLLATERAL
DE_A20_LOAN_00946,PROT_00420,COLLATERAL
DE_A20_LOAN_00947,PROT_00319,COLLATERAL
DE_A20_LOAN_00948,PROT_00315,COLLATERAL
DE_A20_LOAN_00949,PROT_00346,COLLATERAL
DE_A20_LOAN_00950,PROT_00330,COLLATERAL
DE_A20_LOAN_00951,PROT_00286,COLLATERAL
DE_A20_LOAN_00952,PROT_00014,COLLATERAL
DE_A20_LOAN_00953,PROT_00312,COLLATERAL
DE_A20_LOAN_00954,PROT_00476,COLLATERAL
DE_A20_LOAN_00955,PROT_00337,COLLATERAL
DE_A20_LOAN_00956,PROT_00425,COLLATERAL
DE_A20_LOAN_00957,PROT_00356,COLLATERAL
DE_A20_LOAN_00958,PROT_00137,COLLATERAL
DE_A20_LOAN_00959,PROT_00015,COLLATERAL
DE_A20_LOAN_00960,PROT_00093,COLLATERAL
DE_A20_LOAN_00961,PROT_00140,COLLATERAL
DE_A20_LOAN_00962,PROT_00360,COLLATERAL
